cnd_id,word_id,word_phrase,category,allow_use,consent_required,consenting_body,Examiner Information,Formatted Client Instructions (instructions)
51,655,ROYAL CANADIAN LEGION,Professional Body,Y,Y,"Royal Canadian   Legion, Pacific Command, 3026 Arbutus St., Vancouver, B.C.       V6J 4P7",,"Use Of This Term Requires Written Consent From Royal Canadian Legion, Pacific Command, 3026 Arbutus St., Vancouver, B.C. V6J 4P7. Please Scan Your Consent To bcregistries@gov.bc.ca"
53,409,MACK TRUCK,Alert,Y,Y,Mack Canada Inc.Registration #A-15023,,Use Of This Term Requires Written Consent From:  Mack Canada Inc. Registration #A-15023. Please Scan Your Consent To bcregistries@gov.bc.ca
53,410,MACK TRUCKS,Alert,Y,Y,Mack Canada Inc.Registration #A-15023,,Use Of This Term Requires Written Consent From:  Mack Canada Inc. Registration #A-15023. Please Scan Your Consent To bcregistries@gov.bc.ca
54,428,MULTIPLE LISTING SERVICE,Real Estate,Y,Y,The Canadian Real Estate Association,,Use Of This Term Requires Written Consent From:  The Canadian Real Estate Association. Please Scan Your Consent To bcregistries@gov.bc.ca
55,190,CRIME,Crime,Y,Y,"British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds",,"Use Of This Term Requires Written Consent From British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds. Please Scan Your Consent To bcregistries@gov.bc.ca"
55,191,CRIME STOPPER,Crime,Y,Y,"British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds",,"Use Of This Term Requires Written Consent From British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds. Please Scan Your Consent To bcregistries@gov.bc.ca"
55,192,CRIME STOPPERS,Crime,Y,Y,"British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds",,"Use Of This Term Requires Written Consent From British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds. Please Scan Your Consent To bcregistries@gov.bc.ca"
55,193,CRIMESTOPPER,Crime,Y,Y,"British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds",,"Use Of This Term Requires Written Consent From British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds. Please Scan Your Consent To bcregistries@gov.bc.ca"
55,194,CROOKSTOPPER,Crime,Y,Y,"British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds",,"Use Of This Term Requires Written Consent From British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds. Please Scan Your Consent To bcregistries@gov.bc.ca"
55,374,LAW ENFORCEMENT,Crime,Y,Y,"British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds",,"Use Of This Term Requires Written Consent From British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds. Please Scan Your Consent To bcregistries@gov.bc.ca"
55,439,NEIGHBORHOOD WATCH,Crime,Y,Y,"British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds",,"Use Of This Term Requires Written Consent From British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds. Please Scan Your Consent To bcregistries@gov.bc.ca"
55,440,NEIGHBOURHOOD WATCH,Crime,Y,Y,"British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds",,"Use Of This Term Requires Written Consent From British Columbia Crime Stopper Advisory Board, 837 Burdett St. Victoria, Bc V8W 1B3 Phone 604 467-0147  Attn: Lee Dodds. Please Scan Your Consent To bcregistries@gov.bc.ca"
56,447,NOTARIAL,Law,Y,Y,The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516,,Use Of This Term Requires Written Consent From The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516. Please Scan Your Consent To bcregistries@gov.bc.ca
56,448,NOTARIES,Law,Y,Y,The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516,,Use Of This Term Requires Written Consent From The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516. Please Scan Your Consent To bcregistries@gov.bc.ca
56,449,NOTARIES PUBLIC,Law,Y,Y,The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516,,Use Of This Term Requires Written Consent From The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516. Please Scan Your Consent To bcregistries@gov.bc.ca
56,450,NOTARY,Law,Y,Y,The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516,,Use Of This Term Requires Written Consent From The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516. Please Scan Your Consent To bcregistries@gov.bc.ca
56,451,NOTARY PUBLIC,Law,Y,Y,The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516,,Use Of This Term Requires Written Consent From The Society Of Notaries Public Of British Columbia -Society #1560 ***Incorporations Only*** (604) 681-4516. Please Scan Your Consent To bcregistries@gov.bc.ca
57,476,OPTOMETRIC,Eyes,Y,Y,"College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465",,"Use Of This Term Requires Written Consent From The College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465. Please Scan Your Consent To bcregistries@gov.bc.ca"
57,477,OPTOMETRIC CORPORATION,Eyes,Y,Y,"College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465",,"Use Of This Term Requires Written Consent From The College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465. Please Scan Your Consent To bcregistries@gov.bc.ca"
57,478,OPTOMETRIST,Eyes,Y,Y,"College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465",,"Use Of This Term Requires Written Consent From The College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465. Please Scan Your Consent To bcregistries@gov.bc.ca"
57,479,OPTOMETRISTS,Eyes,Y,Y,"College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465",,"Use Of This Term Requires Written Consent From The College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465. Please Scan Your Consent To bcregistries@gov.bc.ca"
57,480,OPTOMETRY,Eyes,Y,Y,"College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465",,"Use Of This Term Requires Written Consent From The College Of Optometrists Of British Columbia 906 - 938 Howe Street  Vancouver, Bc V6Z 1N9 Phone 604 623-3464 Fax  250 623-3465. Please Scan Your Consent To bcregistries@gov.bc.ca"
58,462,OD FELLOW,Professional Body,Y,Y,The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45,,Use Of This Term Requires Written Consent From The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45. Please Scan Your Consent To bcregistries@gov.bc.ca
58,463,OD FELOW,Professional Body,Y,Y,The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45,,Use Of This Term Requires Written Consent From The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45. Please Scan Your Consent To bcregistries@gov.bc.ca
58,464,ODD FELLOW,Professional Body,Y,Y,The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45,,Use Of This Term Requires Written Consent From The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45. Please Scan Your Consent To bcregistries@gov.bc.ca
58,465,ODD FELOW,Professional Body,Y,Y,The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45,,Use Of This Term Requires Written Consent From The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45. Please Scan Your Consent To bcregistries@gov.bc.ca
58,466,ODFELOW,Professional Body,Y,Y,The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45,,Use Of This Term Requires Written Consent From The Grand Lodge Of British Columbia Independent Order Of Odd Fellows Society #45. Please Scan Your Consent To bcregistries@gov.bc.ca
59,490,PAUQUACHIN,Indeginous,Y,Y,The Pauquachin  Indian Band Council,,Use Of This Term Requires Written Consent From The Pauquachin  Indian Band Council. Please Scan Your Consent To bcregistries@gov.bc.ca
60,544,PSYCHOLOGICAL,Professional Body,Y,Y,The College Of  Psychologists Of British Columbia  - (604) 736-6164,,Use Of This Term Requires Written Consent From The College Of  Psychologists Of British Columbia - (604) 736-6164.  Please Scan Your Consent To bcregistries@gov.bc.ca
60,545,PSYCHOLOGICAL ASSOCIATE,Professional Body,Y,Y,The College Of  Psychologists Of British Columbia  - (604) 736-6164,,Use Of This Term Requires Written Consent From The College Of  Psychologists Of British Columbia - (604) 736-6164.  Please Scan Your Consent To bcregistries@gov.bc.ca
60,546,PSYCHOLOGIST,Professional Body,Y,Y,The College Of  Psychologists Of British Columbia  - (604) 736-6164,,Use Of This Term Requires Written Consent From The College Of  Psychologists Of British Columbia - (604) 736-6164.  Please Scan Your Consent To bcregistries@gov.bc.ca
60,547,PSYCHOLOGISTS,Professional Body,Y,Y,The College Of  Psychologists Of British Columbia  - (604) 736-6164,,Use Of This Term Requires Written Consent From The College Of  Psychologists Of British Columbia - (604) 736-6164.  Please Scan Your Consent To bcregistries@gov.bc.ca
60,548,PSYCHOLOGY,Professional Body,Y,Y,The College Of  Psychologists Of British Columbia  - (604) 736-6164,,Use Of This Term Requires Written Consent From The College Of  Psychologists Of British Columbia - (604) 736-6164.  Please Scan Your Consent To bcregistries@gov.bc.ca
60,612,REGISTERED PSYCHOLOGICAL ASSOCIATE,Professional Body,Y,Y,The College Of  Psychologists Of British Columbia  - (604) 736-6164,,Use Of This Term Requires Written Consent From The College Of  Psychologists Of British Columbia - (604) 736-6164.  Please Scan Your Consent To bcregistries@gov.bc.ca
60,613,REGISTERED PSYCHOLOGIST,Professional Body,Y,Y,The College Of  Psychologists Of British Columbia  - (604) 736-6164,,Use Of This Term Requires Written Consent From The College Of  Psychologists Of British Columbia - (604) 736-6164.  Please Scan Your Consent To bcregistries@gov.bc.ca
61,648,ROBERTS BANK,Government,Y,Y,"The Vancouver Port Corporation, 1900 - 200 Granville St., Vancouver, B.C. V6C 2P9 - Warren Mccrimmon, Director, Legal Services, Ph 666-2821",,"Use Of This Term Requires Written Consent From The Vancouver Port Corporation, 1900 - 200 Granville St., Vancouver, B.C. V6C 2P9 - Warren Mccrimmon, Director, Legal Services, Ph 666-2821. Please Scan Your Consent To bcregistries@gov.bc.ca
"
63,254,EVCC,Government,Y,Y,"Ministry Of Competiton Science & Enterprise Investment Capital Branch 7Th Fl Po Box 9800 Victoria, B.C. V8W 9W1 Ph. 1-800-665-6597",Please note: brackets must be around EVCC as (EVCC),"Use Of This Term Requires Written Consent From Ministry Of Competiton Science & Enterprise Investment Capital Branch 7Th Fl Po Box 9800 Victoria, B.C. V8W 9W1 Ph. 1-800-665-6597. Please Scan Your Consent To bcregistries@gov.bc.ca"
63,673,SBVCC,Government,Y,Y,"Ministry Of Competiton Science & Enterprise Investment Capital Branch 7Th Fl Po Box 9800 Victoria, B.C. V8W 9W1 Ph. 1-800-665-6597",Please note: brackets must be around SBVCC as (SBVCC),"Use Of This Term Requires Written Consent From Ministry Of Competiton Science & Enterprise Investment Capital Branch 7Th Fl Po Box 9800 Victoria, B.C. V8W 9W1 Ph. 1-800-665-6597. Please Scan Your Consent To bcregistries@gov.bc.ca"
63,755,VCC,Government,Y,Y,"Ministry Of Competiton Science & Enterprise Investment Capital Branch 7Th Fl Po Box 9800 Victoria, B.C. V8W 9W1 Ph. 1-800-665-6597",Please note: brackets must be around VCC as (VCC),"Use Of This Term Requires Written Consent From Ministry Of Competiton Science & Enterprise Investment Capital Branch 7Th Fl Po Box 9800 Victoria, B.C. V8W 9W1 Ph. 1-800-665-6597. Please Scan Your Consent To bcregistries@gov.bc.ca"
64,337,INSURANCES,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
64,723,TRUSCO,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
64,724,TRUST,Finance,Y,,,You may be able to use this term if it is not related to Finance. Ie: Hair Stylist You Can Trust,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
64,725,TRUSTCO,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
64,726,TRUSTEE,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
64,727,TRUSTEES,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
64,728,TRUSTS,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
64,729,TRUSTY,Finance,Y,,,You may be able to use this term if it is not related to Finance. Ie: Your Trusty Hair Stylist ,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
65,705,TAHLTAN,Indeginous,Y,Y,The Tahltan Tribal Council - Society #11952,, Use Of This Term Requires Written Consent From The Tahltan Tribal Council - Society #11952. Please Scan Your Consent To bcregistries@gov.bc.ca
67,761,VOLKS,Auto,Y,Y,Volkswagen Group Canada Inc. Registration #A-005636,, Use Of This Term Requires Written Consent From Volkswagen Group Canada Inc. Registration #A-005636. Please Scan Your Consent To bcregistries@gov.bc.ca
67,762,VOLKSWAGEN,Auto,Y,Y,Volkswagen Group Canada Inc. Registration #A-005636,, Use Of This Term Requires Written Consent From Volkswagen Group Canada Inc. Registration #A-005636. Please Scan Your Consent To bcregistries@gov.bc.ca
68,163,COMMUNITY CHEST,Professional Body,Y,Y,"United Way Centraide Canada, 600-150 Kent, Ottawa, Ont. K1P 5P4",,"Use Of This Term Requires Written Consent From United Way Centraide Canada, 600-150 Kent, Ottawa, Ont. K1P 5P4. Please Scan Your Consent To bcregistries@gov.bc.ca"
68,740,UNITED WAY,Professional Body,Y,Y,"United Way Centraide Canada, 600-150 Kent, Ottawa, Ont. K1P 5P4",,"Use Of This Term Requires Written Consent From United Way Centraide Canada, 600-150 Kent, Ottawa, Ont. K1P 5P4. Please Scan Your Consent To bcregistries@gov.bc.ca"
69,766,WESTAR,Alert,Y,Y,Westar Group Ltd.  -  Incorporation #171532,, Use Of This Term Requires Written Consent From Westar Group Ltd.  -  Incorporation #171532. Please Scan Your Consent To bcregistries@gov.bc.ca
